workflow_id,ticket_id,agent_name,agent_stage,input_summary,output_summary,confidence_score,recommended_action,auto_resolution_status,escalation_required,human_override,decision_timestamp,processing_time_seconds,workflow_status
WF-700476,TKT-101222,Categorization Agent,Analyze category,Security alert for suspicious login attempts,Routed to Network Operations team,0.981,Wait for customer,No,No,No,2024-01-04 11:37:42,2070,In Progress
WF-700477,TKT-100476,Categorization Agent,Analyze category,New feature request for dashboard export,Logged feature request in product backlog,0.968,Create known issue,No,No,No,2024-03-21 00:39:44,1963,Escalated
WF-700478,TKT-101509,Intake Agent,Parse ticket,Firmware update installation failed,Processed refund request and return label,0.915,Request more info,Partial,Yes,No,2024-06-23 06:40:45,2590,Completed
WF-700479,TKT-100355,Categorization Agent,Analyze category,Firmware update installation failed,Escalated to Engineering for deep analysis,0.608,Request more info,No,Yes,No,2024-04-02 01:37:25,1237,Completed
WF-700480,TKT-100057,Resolution Agent,Format response,Firmware update installation failed,Provided authentication troubleshooting steps,0.854,Escalate to manager,No,Yes,No,2024-06-17 14:41:27,2467,Completed
WF-700481,TKT-101987,Supervisor Agent,Escalation decision,Security alert for suspicious login attempts,Provided authentication troubleshooting steps,0.859,Wait for customer,No,No,No,2024-01-08 23:32:41,3334,Pending
WF-700482,TKT-101232,Categorization Agent,Analyze category,Database performance degradation,Sent password reset instructions,0.906,Auto-resolve from KB,No,No,No,2024-02-05 09:06:32,2794,Completed
WF-700483,TKT-101651,Categorization Agent,Assess priority,VPN client authentication failure,Escalated to Engineering for deep analysis,0.81,Auto-resolve from KB,Yes,No,No,2024-05-12 02:01:35,4336,In Progress
WF-700484,TKT-101878,Categorization Agent,Analyze category,Database performance degradation,Escalated to Engineering for deep analysis,0.896,Route to specialist,Partial,No,No,2024-04-13 21:24:24,4742,In Progress
WF-700485,TKT-100810,Automation Agent,Execute action,API integration timeout errors,Initiated security incident response,0.854,Request more info,No,No,No,2024-03-15 05:30:10,513,Completed
WF-700486,TKT-101942,Supervisor Agent,Escalation decision,Password reset request for shared account,Escalated to Engineering for deep analysis,0.769,Schedule callback,No,Yes,No,2024-02-03 18:47:08,4144,Escalated
WF-700487,TKT-101821,Automation Agent,Update records,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.968,Schedule callback,No,No,No,2024-05-03 22:34:13,2522,Failed
WF-700488,TKT-100603,Categorization Agent,Analyze category,Customer reports connectivity issues affecting production,Offered firmware rollback or upgrade path,0.525,Send template response,Yes,Yes,No,2024-02-03 19:01:27,2258,Completed
WF-700489,TKT-101578,Automation Agent,Execute action,VPN client authentication failure,Offered firmware rollback or upgrade path,0.643,Request more info,No,Yes,No,2024-02-22 07:54:14,1150,Completed
WF-700490,TKT-101981,Automation Agent,Execute action,Firmware update installation failed,Referred to Billing specialist for investigation,0.611,Wait for customer,No,Yes,No,2024-05-26 17:00:02,536,Completed
WF-700491,TKT-101526,Intake Agent,Parse ticket,API integration timeout errors,Escalated to Engineering for deep analysis,0.817,Schedule callback,Yes,No,No,2024-02-01 10:38:53,2484,In Progress
WF-700492,TKT-101682,Resolution Agent,Generate solution,Customer reports connectivity issues affecting production,Initiated security incident response,0.722,Escalate to manager,Partial,No,No,2024-06-08 03:22:25,1689,Completed
WF-700493,TKT-100525,Intake Agent,Validate format,Customer reports connectivity issues affecting production,Routed to Network Operations team,0.619,Send template response,No,Yes,No,2024-03-19 12:48:21,1111,Completed
WF-700494,TKT-100859,Categorization Agent,Assess priority,Password reset request for shared account,Processed refund request and return label,0.776,Request more info,Yes,No,No,2024-02-03 10:28:33,1135,Completed
WF-700495,TKT-100981,Automation Agent,Send notification,New feature request for dashboard export,Provided authentication troubleshooting steps,0.904,Wait for customer,No,No,No,2024-06-02 14:09:21,1364,Completed
WF-700496,TKT-100603,Intake Agent,Extract info,Security alert for suspicious login attempts,Referred to Billing specialist for investigation,0.635,Route to specialist,No,Yes,No,2024-01-08 06:14:00,3514,Completed
WF-700497,TKT-101818,Supervisor Agent,Review output,"Billing dispute for $4,500 invoice",Recommended database optimization,0.667,Route to specialist,Partial,Yes,No,2024-03-05 19:47:54,767,Completed
WF-700498,TKT-101256,Supervisor Agent,Escalation decision,Customer reports connectivity issues affecting production,Processed refund request and return label,0.632,Schedule callback,Partial,Yes,No,2024-03-22 11:59:08,4623,Completed
WF-700499,TKT-100889,Categorization Agent,Analyze category,"Billing dispute for $4,500 invoice",Escalated to Engineering for deep analysis,0.707,Escalate to manager,No,Yes,No,2024-06-05 17:19:28,3592,Completed
WF-700500,TKT-101134,Automation Agent,Update records,Security alert for suspicious login attempts,Initiated security incident response,0.956,Escalate to manager,Partial,No,No,2024-01-13 08:16:36,4218,Completed
WF-700501,TKT-101125,Supervisor Agent,Review output,Customer reports connectivity issues affecting production,Escalated to Engineering for deep analysis,0.973,Auto-resolve from KB,No,No,No,2024-04-03 19:49:28,3623,In Progress
WF-700502,TKT-101355,Automation Agent,Update records,New feature request for dashboard export,Referred to Billing specialist for investigation,0.552,Auto-resolve from KB,No,Yes,No,2024-04-10 06:06:45,1416,Completed
WF-700503,TKT-101307,Resolution Agent,Search KB,Password reset request for shared account,Referred to Billing specialist for investigation,0.969,Create known issue,No,Yes,No,2024-05-25 01:29:15,1478,Completed
WF-700504,TKT-101832,Resolution Agent,Search KB,Database performance degradation,Processed refund request and return label,0.501,Schedule callback,Partial,Yes,No,2024-04-09 07:24:14,2357,Completed
WF-700505,TKT-100781,Resolution Agent,Search KB,Password reset request for shared account,Routed to Network Operations team,0.853,Create known issue,No,No,No,2024-04-09 21:13:16,3337,Completed
WF-700506,TKT-101714,Resolution Agent,Format response,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.869,Route to specialist,Yes,No,No,2024-01-07 13:09:37,4076,Completed
WF-700507,TKT-101108,Supervisor Agent,Escalation decision,New feature request for dashboard export,Recommended database optimization,0.861,Auto-resolve from KB,Partial,Yes,No,2024-02-23 15:05:36,1039,Completed
WF-700508,TKT-100857,Automation Agent,Send notification,Password reset request for shared account,Offered firmware rollback or upgrade path,0.936,Escalate to manager,No,No,No,2024-04-27 02:51:33,1648,Completed
WF-700509,TKT-101848,Intake Agent,Validate format,Firmware update installation failed,Recommended database optimization,0.753,Schedule callback,No,No,No,2024-01-13 05:35:32,2200,In Progress
WF-700510,TKT-100354,Categorization Agent,Analyze category,New feature request for dashboard export,Provided authentication troubleshooting steps,0.946,Auto-resolve from KB,Partial,No,No,2024-06-01 14:23:33,4593,Completed
WF-700511,TKT-100891,Categorization Agent,Route decision,VPN client authentication failure,Offered firmware rollback or upgrade path,0.76,Create known issue,No,No,No,2024-05-01 23:39:39,4736,Completed
WF-700512,TKT-101653,Intake Agent,Parse ticket,Refund request for damaged product,Recommended database optimization,0.695,Send template response,No,Yes,No,2024-06-23 21:10:40,4314,In Progress
WF-700513,TKT-101754,Resolution Agent,Format response,Password reset request for shared account,Routed to Network Operations team,0.755,Archive ticket,Partial,Yes,No,2024-06-18 19:49:14,3966,Completed
WF-700514,TKT-100306,Categorization Agent,Route decision,Firmware update installation failed,Offered firmware rollback or upgrade path,0.687,Route to specialist,No,Yes,No,2024-06-01 11:23:12,3562,Completed
WF-700515,TKT-101152,Intake Agent,Extract info,Database performance degradation,Escalated to Engineering for deep analysis,0.862,Send template response,No,No,No,2024-01-16 09:18:07,3996,Completed
WF-700516,TKT-101171,Automation Agent,Update records,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.647,Create known issue,No,Yes,No,2024-02-20 05:48:56,3818,Escalated
WF-700517,TKT-101266,Automation Agent,Send notification,Refund request for damaged product,Routed to Network Operations team,0.768,Send template response,Partial,Yes,No,2024-02-14 17:22:02,3130,In Progress
WF-700518,TKT-100486,Intake Agent,Validate format,Password reset request for shared account,Initiated security incident response,0.648,Request more info,Yes,Yes,Yes,2024-06-04 14:33:48,588,Escalated
WF-700519,TKT-101674,Resolution Agent,Generate solution,Security alert for suspicious login attempts,Sent password reset instructions,0.866,Route to specialist,No,Yes,No,2024-04-13 06:56:08,1341,Completed
WF-700520,TKT-100615,Supervisor Agent,Quality check,Security alert for suspicious login attempts,Processed refund request and return label,0.617,Route to specialist,No,Yes,No,2024-05-22 17:00:15,1079,Completed
WF-700521,TKT-100432,Supervisor Agent,Escalation decision,Password reset request for shared account,Recommended database optimization,0.537,Request more info,No,Yes,No,2024-01-26 12:54:33,3370,Completed
WF-700522,TKT-101055,Categorization Agent,Analyze category,Security alert for suspicious login attempts,Recommended database optimization,0.654,Send template response,No,Yes,No,2024-04-13 21:55:15,560,Failed
WF-700523,TKT-101743,Automation Agent,Send notification,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.69,Escalate to manager,No,Yes,No,2024-06-23 06:24:51,590,Failed
WF-700524,TKT-100411,Intake Agent,Parse ticket,Customer reports connectivity issues affecting production,Sent password reset instructions,0.665,Auto-resolve from KB,No,Yes,No,2024-06-22 10:01:21,1692,Escalated
WF-700525,TKT-101443,Categorization Agent,Assess priority,API integration timeout errors,Sent password reset instructions,0.838,Archive ticket,Partial,No,No,2024-06-26 07:30:45,2395,Completed
WF-700526,TKT-101395,Intake Agent,Parse ticket,API integration timeout errors,Sent password reset instructions,0.76,Wait for customer,No,No,No,2024-02-15 07:31:16,3744,Escalated
WF-700527,TKT-101201,Automation Agent,Update records,API integration timeout errors,Provided authentication troubleshooting steps,0.804,Create known issue,Partial,Yes,No,2024-01-03 10:30:53,2449,Completed
WF-700528,TKT-100583,Intake Agent,Extract info,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.923,Escalate to manager,No,Yes,No,2024-06-09 06:44:32,592,Completed
WF-700529,TKT-101387,Categorization Agent,Assess priority,Refund request for damaged product,Recommended database optimization,0.981,Auto-resolve from KB,No,Yes,No,2024-03-10 07:52:08,1646,Completed
WF-700530,TKT-101397,Intake Agent,Extract info,VPN client authentication failure,Provided authentication troubleshooting steps,0.596,Auto-resolve from KB,Partial,Yes,No,2024-03-30 21:10:21,2843,In Progress
WF-700531,TKT-101245,Resolution Agent,Format response,Security alert for suspicious login attempts,Processed refund request and return label,0.779,Send template response,No,Yes,No,2024-06-02 16:17:07,969,In Progress
WF-700532,TKT-100446,Supervisor Agent,Quality check,Database performance degradation,Offered firmware rollback or upgrade path,0.906,Send template response,No,No,Yes,2024-02-12 06:53:40,3525,In Progress
WF-700533,TKT-101356,Resolution Agent,Format response,Firmware update installation failed,Offered firmware rollback or upgrade path,0.967,Create known issue,Partial,No,No,2024-01-08 21:10:53,619,Completed
WF-700534,TKT-100130,Resolution Agent,Generate solution,API integration timeout errors,Initiated security incident response,0.852,Create known issue,No,No,No,2024-03-26 15:23:08,4382,Pending
WF-700535,TKT-101334,Resolution Agent,Search KB,VPN client authentication failure,Recommended database optimization,0.744,Escalate to manager,Yes,Yes,No,2024-06-04 10:12:57,3719,Completed
WF-700536,TKT-101643,Automation Agent,Update records,API integration timeout errors,Provided authentication troubleshooting steps,0.894,Auto-resolve from KB,Yes,No,No,2024-03-06 05:33:42,2317,Completed
WF-700537,TKT-100531,Supervisor Agent,Quality check,Refund request for damaged product,Routed to Network Operations team,0.857,Escalate to manager,Yes,No,No,2024-04-02 23:51:07,2760,Completed
WF-700538,TKT-101405,Automation Agent,Send notification,Password reset request for shared account,Escalated to Engineering for deep analysis,0.825,Archive ticket,Yes,No,No,2024-06-03 15:30:41,1561,Completed
WF-700539,TKT-101346,Automation Agent,Execute action,Security alert for suspicious login attempts,Referred to Billing specialist for investigation,0.987,Wait for customer,Yes,No,No,2024-03-07 02:32:51,2752,Completed
WF-700540,TKT-101655,Automation Agent,Execute action,API integration timeout errors,Referred to Billing specialist for investigation,0.544,Escalate to manager,Yes,Yes,No,2024-03-30 05:19:09,3796,Completed
