analysis_id,ticket_id,product_id,uploaded_image_name,damage_detected,damage_type,color_mismatch,missing_component,ocr_detected_text,image_confidence_score,recommended_decision,fraud_risk_score,manual_review_required,analysis_timestamp
IMG-800885,TKT-101081,PROD-1739,product_image_00885.jpg,No,,No,No,,0.656,No Action Needed,0.023,Yes,2024-06-20 20:04:15
IMG-800886,TKT-101912,PROD-1232,product_image_00886.jpg,No,,No,No,Component: Active Directory,0.754,No Action Needed,0.053,No,2024-04-15 00:12:47
IMG-800887,TKT-100861,PROD-1232,product_image_00887.jpg,No,,No,No,Warranty: 12 months,0.82,No Action Needed,0.022,No,2024-04-27 11:15:02
IMG-800888,TKT-101562,PROD-1711,product_image_00888.jpg,No,,Yes,No,,0.942,Approve Replacement,0.041,No,2024-02-18 12:08:43
IMG-800889,TKT-101577,PROD-1522,product_image_00889.jpg,No,,No,No,Serial: SN-2024-001,0.792,No Action Needed,0.023,No,2024-04-13 10:40:45
IMG-800890,TKT-100028,PROD-1423,product_image_00890.jpg,No,,No,No,Model: NP-5000X,0.767,No Action Needed,0.026,No,2024-01-30 02:37:59
IMG-800891,TKT-101942,PROD-1652,product_image_00891.jpg,No,,No,No,Input: 110-240V,0.894,No Action Needed,0.07,No,2024-03-15 01:54:22
IMG-800892,TKT-101571,PROD-1652,product_image_00892.jpg,Yes,Rust,No,No,,0.865,Approve Replacement,0.136,No,2024-06-26 20:06:01
IMG-800893,TKT-100168,PROD-1878,product_image_00893.jpg,No,,No,No,Warranty: 12 months,0.949,No Action Needed,0.034,No,2024-01-16 01:21:26
IMG-800894,TKT-100568,PROD-1522,product_image_00894.jpg,No,,No,No,Input: 110-240V,0.8,No Action Needed,0.016,No,2024-06-25 10:36:09
IMG-800895,TKT-101886,PROD-1816,product_image_00895.jpg,No,,No,Yes,,0.834,Approve Replacement,0.015,No,2024-01-18 02:46:09
IMG-800896,TKT-100318,PROD-1878,product_image_00896.jpg,Yes,Burn Mark,No,No,Serial: SN-2024-001,0.823,Approve Replacement,0.041,No,2024-05-09 09:29:20
IMG-800897,TKT-100635,PROD-1652,product_image_00897.jpg,No,,No,Yes,,0.852,Approve Replacement,0.075,No,2024-03-14 17:34:08
IMG-800898,TKT-101733,PROD-1816,product_image_00898.jpg,No,,No,No,Serial: SN-2024-001,0.764,No Action Needed,0.096,No,2024-06-15 20:56:43
IMG-800899,TKT-101893,PROD-1652,product_image_00899.jpg,No,,No,No,Component: Active Directory,0.778,No Action Needed,0.019,No,2024-05-20 06:19:20
IMG-800900,TKT-101246,PROD-1739,product_image_00900.jpg,No,,No,No,Warranty: 12 months,0.809,No Action Needed,0.087,No,2024-02-20 18:32:25
IMG-800901,TKT-100244,PROD-1739,product_image_00901.jpg,No,,No,No,,0.985,No Action Needed,0.07,No,2024-06-24 16:07:27
IMG-800902,TKT-101436,PROD-1739,product_image_00902.jpg,No,,No,No,Part Number: PN-88421,0.709,No Action Needed,0.068,Yes,2024-05-18 09:08:08
IMG-800903,TKT-101071,PROD-1878,product_image_00903.jpg,No,,No,No,,0.859,No Action Needed,0.09,No,2024-03-17 03:12:40
IMG-800904,TKT-101476,PROD-1423,product_image_00904.jpg,No,,No,No,Warranty: 12 months,0.782,No Action Needed,0.076,No,2024-02-27 17:23:57
IMG-800905,TKT-101535,PROD-1423,product_image_00905.jpg,No,,No,Yes,,0.72,Approve Replacement,0.093,Yes,2024-03-14 03:45:03
IMG-800906,TKT-100241,PROD-1739,product_image_00906.jpg,No,,No,No,Made in China,0.989,No Action Needed,0.087,No,2024-01-26 07:15:40
IMG-800907,TKT-100557,PROD-1878,product_image_00907.jpg,No,,No,No,Component: Active Directory,0.665,No Action Needed,0.066,Yes,2024-03-30 07:56:01
IMG-800908,TKT-101285,PROD-1522,product_image_00908.jpg,No,,No,No,Input: 110-240V,0.786,No Action Needed,0.095,No,2024-02-13 14:05:15
IMG-800909,TKT-100737,PROD-1739,product_image_00909.jpg,No,,No,No,Component: Active Directory,0.968,No Action Needed,0.084,No,2024-02-15 05:19:17
IMG-800910,TKT-100341,PROD-1232,product_image_00910.jpg,No,,No,No,Serial: SN-2024-001,0.712,No Action Needed,0.061,Yes,2024-06-07 20:40:00
IMG-800911,TKT-101831,PROD-1790,product_image_00911.jpg,No,,No,No,Serial: SN-2024-001,0.832,No Action Needed,0.055,No,2024-04-30 08:17:05
IMG-800912,TKT-100467,PROD-1878,product_image_00912.jpg,No,,Yes,Yes,Model: NP-5000X,0.854,Approve Replacement,0.041,No,2024-06-28 06:36:46
IMG-800913,TKT-100500,PROD-1739,product_image_00913.jpg,No,,No,No,Made in China,0.91,No Action Needed,0.029,No,2024-06-17 03:02:56
IMG-800914,TKT-101884,PROD-1057,product_image_00914.jpg,No,,No,No,Model: NP-5000X,0.857,No Action Needed,0.018,No,2024-02-04 00:33:37
IMG-800915,TKT-101132,PROD-1652,product_image_00915.jpg,No,,No,No,MFG: 2024-01,0.928,No Action Needed,0.098,No,2024-06-07 00:59:03
IMG-800916,TKT-100852,PROD-1232,product_image_00916.jpg,No,,No,No,Serial: SN-2024-001,0.878,No Action Needed,0.083,No,2024-04-25 18:17:47
IMG-800917,TKT-101170,PROD-1232,product_image_00917.jpg,No,,Yes,No,Model: NP-5000X,0.962,Approve Replacement,0.079,No,2024-04-21 12:10:22
IMG-800918,TKT-100367,PROD-1816,product_image_00918.jpg,No,,No,Yes,,0.86,Approve Replacement,0.096,No,2024-01-15 20:42:11
IMG-800919,TKT-100094,PROD-1652,product_image_00919.jpg,Yes,Broken Screen,No,No,,0.909,Approve Refund,0.203,Yes,2024-05-25 22:07:02
IMG-800920,TKT-101773,PROD-1423,product_image_00920.jpg,No,,Yes,No,,0.803,Approve Replacement,0.021,No,2024-01-29 21:31:02
IMG-800921,TKT-100636,PROD-1232,product_image_00921.jpg,No,,No,No,Max Capacity: 5TB,0.715,No Action Needed,0.053,Yes,2024-05-21 01:18:20
IMG-800922,TKT-100016,PROD-1232,product_image_00922.jpg,No,,No,No,Component: Active Directory,0.81,No Action Needed,0.054,No,2024-02-02 02:11:50
IMG-800923,TKT-101606,PROD-1423,product_image_00923.jpg,No,,No,No,,0.897,No Action Needed,0.093,No,2024-03-10 11:39:14
IMG-800924,TKT-100496,PROD-1711,product_image_00924.jpg,No,,No,No,Max Capacity: 5TB,0.983,No Action Needed,0.08,No,2024-01-11 18:26:34
IMG-800925,TKT-101582,PROD-1816,product_image_00925.jpg,No,,No,No,,0.722,No Action Needed,0.072,Yes,2024-01-16 18:36:23
IMG-800926,TKT-101119,PROD-1816,product_image_00926.jpg,Yes,Dent,No,No,Made in China,0.762,Approve Replacement,0.054,No,2024-05-13 01:07:35
IMG-800927,TKT-100048,PROD-1816,product_image_00927.jpg,No,,No,No,Model: NP-5000X,0.876,No Action Needed,0.031,No,2024-04-12 21:53:36
IMG-800928,TKT-101947,PROD-1232,product_image_00928.jpg,No,,No,No,Made in China,0.848,No Action Needed,0.052,No,2024-04-30 18:10:21
IMG-800929,TKT-101738,PROD-1423,product_image_00929.jpg,No,,No,No,Input: 110-240V,0.796,No Action Needed,0.027,No,2024-01-29 23:29:45
IMG-800930,TKT-100487,PROD-1652,product_image_00930.jpg,No,,No,No,Model: NP-5000X,0.692,No Action Needed,0.021,Yes,2024-03-31 09:40:40
IMG-800931,TKT-101991,PROD-1057,product_image_00931.jpg,No,,Yes,No,,0.961,Approve Replacement,0.054,No,2024-03-04 02:31:47
IMG-800932,TKT-100190,PROD-1739,product_image_00932.jpg,No,,No,No,,0.687,No Action Needed,0.045,Yes,2024-01-11 12:22:07
IMG-800933,TKT-101837,PROD-1878,product_image_00933.jpg,No,,No,No,Part Number: PN-88421,0.85,No Action Needed,0.07,No,2024-06-13 23:12:49
IMG-800934,TKT-100938,PROD-1522,product_image_00934.jpg,No,,No,No,Input: 110-240V,0.867,No Action Needed,0.073,No,2024-06-14 14:43:34
IMG-800935,TKT-100273,PROD-1652,product_image_00935.jpg,No,,No,No,Component: Active Directory,0.984,No Action Needed,0.077,No,2024-05-18 21:23:48
IMG-800936,TKT-100127,PROD-1652,product_image_00936.jpg,No,,No,Yes,Warranty: 12 months,0.787,Approve Replacement,0.099,No,2024-05-18 07:38:19
IMG-800937,TKT-100484,PROD-1423,product_image_00937.jpg,No,,Yes,No,Part Number: PN-88421,0.714,Approve Replacement,0.013,Yes,2024-01-21 03:10:34
IMG-800938,TKT-101896,PROD-1652,product_image_00938.jpg,No,,No,No,,0.964,No Action Needed,0.011,No,2024-05-30 16:13:56
IMG-800939,TKT-101506,PROD-1232,product_image_00939.jpg,No,,No,No,WARNING: Do not expose to moisture,0.985,No Action Needed,0.015,No,2024-05-25 20:32:50
IMG-800940,TKT-100478,PROD-1522,product_image_00940.jpg,No,,No,No,,0.951,No Action Needed,0.011,No,2024-05-19 08:08:03
IMG-800941,TKT-100278,PROD-1790,product_image_00941.jpg,No,,No,No,Serial: SN-2024-001,0.823,No Action Needed,0.055,No,2024-06-04 10:55:39
IMG-800942,TKT-100336,PROD-1711,product_image_00942.jpg,No,,Yes,No,Made in China,0.681,Approve Replacement,0.033,Yes,2024-03-28 15:59:32
IMG-800943,TKT-100247,PROD-1878,product_image_00943.jpg,Yes,Burn Mark,No,No,,0.651,Approve Partial Refund,0.044,Yes,2024-01-18 00:09:15
IMG-800944,TKT-100425,PROD-1711,product_image_00944.jpg,Yes,Shattered Glass,No,No,Serial: SN-2024-001,0.65,Approve Refund,0.225,Yes,2024-05-18 20:19:33
IMG-800945,TKT-100185,PROD-1057,product_image_00945.jpg,No,,No,No,,0.814,No Action Needed,0.038,No,2024-01-24 23:21:25
IMG-800946,TKT-100623,PROD-1790,product_image_00946.jpg,No,,No,No,Part Number: PN-88421,0.913,No Action Needed,0.082,No,2024-01-30 05:25:58
IMG-800947,TKT-100303,PROD-1522,product_image_00947.jpg,No,,Yes,No,,0.773,Approve Replacement,0.047,No,2024-06-15 13:02:30
IMG-800948,TKT-101983,PROD-1232,product_image_00948.jpg,Yes,Rust,No,No,WARNING: Do not expose to moisture,0.985,Approve Partial Refund,0.104,No,2024-01-07 03:39:23
IMG-800949,TKT-100532,PROD-1057,product_image_00949.jpg,No,,No,No,Made in China,0.869,No Action Needed,0.069,No,2024-03-07 08:56:54
IMG-800950,TKT-101750,PROD-1711,product_image_00950.jpg,No,,No,No,Input: 110-240V,0.835,No Action Needed,0.077,No,2024-02-17 16:13:28
IMG-800951,TKT-100511,PROD-1522,product_image_00951.jpg,No,,No,No,Warranty: 12 months,0.679,No Action Needed,0.052,Yes,2024-04-28 16:18:23
IMG-800952,TKT-100248,PROD-1739,product_image_00952.jpg,No,,No,No,MFG: 2024-01,0.663,No Action Needed,0.093,Yes,2024-05-02 21:36:46
IMG-800953,TKT-100267,PROD-1816,product_image_00953.jpg,No,,No,No,,0.827,No Action Needed,0.027,No,2024-06-24 13:16:59
IMG-800954,TKT-100762,PROD-1522,product_image_00954.jpg,No,,No,No,WARNING: Do not expose to moisture,0.867,No Action Needed,0.042,No,2024-04-20 15:51:29
IMG-800955,TKT-101878,PROD-1522,product_image_00955.jpg,No,,No,No,Serial: SN-2024-001,0.914,No Action Needed,0.066,No,2024-04-06 15:38:45
IMG-800956,TKT-100404,PROD-1711,product_image_00956.jpg,No,,No,No,,0.909,No Action Needed,0.074,No,2024-02-02 16:04:13
IMG-800957,TKT-100188,PROD-1232,product_image_00957.jpg,No,,No,No,Max Capacity: 5TB,0.979,No Action Needed,0.051,No,2024-04-29 18:41:53
IMG-800958,TKT-100103,PROD-1057,product_image_00958.jpg,No,,No,No,,0.95,No Action Needed,0.042,No,2024-06-22 11:25:11
IMG-800959,TKT-100887,PROD-1652,product_image_00959.jpg,No,,Yes,No,Made in China,0.657,Approve Replacement,0.067,Yes,2024-02-15 10:15:01
IMG-800960,TKT-101399,PROD-1652,product_image_00960.jpg,No,,No,Yes,MFG: 2024-01,0.773,Approve Replacement,0.064,No,2024-05-06 15:26:08
IMG-800961,TKT-101860,PROD-1057,product_image_00961.jpg,No,,No,No,Max Capacity: 5TB,0.758,No Action Needed,0.041,No,2024-04-22 09:12:52
IMG-800962,TKT-101809,PROD-1057,product_image_00962.jpg,No,,No,No,Component: Active Directory,0.891,No Action Needed,0.042,No,2024-01-20 21:50:48
IMG-800963,TKT-101263,PROD-1816,product_image_00963.jpg,No,,No,No,Max Capacity: 5TB,0.757,No Action Needed,0.071,No,2024-05-17 07:04:56
IMG-800964,TKT-100843,PROD-1878,product_image_00964.jpg,No,,No,No,Serial: SN-2024-001,0.741,No Action Needed,0.048,Yes,2024-02-25 06:21:52
IMG-800965,TKT-100572,PROD-1652,product_image_00965.jpg,No,,No,No,MFG: 2024-01,0.734,No Action Needed,0.068,Yes,2024-06-07 09:54:30
IMG-800966,TKT-101316,PROD-1878,product_image_00966.jpg,No,,Yes,No,Input: 110-240V,0.983,Approve Replacement,0.064,No,2024-04-02 09:09:19
IMG-800967,TKT-101627,PROD-1739,product_image_00967.jpg,Yes,Rust,No,Yes,,0.844,Approve Partial Refund,0.242,Yes,2024-04-07 11:39:24
IMG-800968,TKT-100735,PROD-1711,product_image_00968.jpg,No,,No,No,Max Capacity: 5TB,0.958,No Action Needed,0.059,No,2024-06-07 20:39:13
IMG-800969,TKT-100704,PROD-1790,product_image_00969.jpg,No,,No,No,Made in China,0.821,No Action Needed,0.085,No,2024-05-19 04:04:52
IMG-800970,TKT-100553,PROD-1057,product_image_00970.jpg,No,,No,No,Component: Active Directory,0.721,No Action Needed,0.014,Yes,2024-03-25 03:01:00
IMG-800971,TKT-100448,PROD-1739,product_image_00971.jpg,No,,No,No,,0.854,No Action Needed,0.058,No,2024-03-29 15:57:22
IMG-800972,TKT-101594,PROD-1423,product_image_00972.jpg,No,,No,No,Max Capacity: 5TB,0.987,No Action Needed,0.034,No,2024-04-28 13:21:53
IMG-800973,TKT-101084,PROD-1232,product_image_00973.jpg,No,,No,No,,0.865,No Action Needed,0.023,No,2024-04-21 07:44:45
IMG-800974,TKT-100476,PROD-1057,product_image_00974.jpg,No,,No,No,MFG: 2024-01,0.941,No Action Needed,0.072,No,2024-05-02 23:44:28
IMG-800975,TKT-100545,PROD-1878,product_image_00975.jpg,No,,No,No,,0.828,No Action Needed,0.012,No,2024-02-07 04:19:00
IMG-800976,TKT-101878,PROD-1739,product_image_00976.jpg,No,,No,No,,0.72,No Action Needed,0.027,Yes,2024-03-19 02:49:10
IMG-800977,TKT-101941,PROD-1816,product_image_00977.jpg,No,,No,No,Made in China,0.909,No Action Needed,0.055,No,2024-05-01 07:47:54
IMG-800978,TKT-100726,PROD-1057,product_image_00978.jpg,No,,No,No,Component: Active Directory,0.685,No Action Needed,0.076,Yes,2024-05-23 03:48:23
IMG-800979,TKT-100651,PROD-1232,product_image_00979.jpg,No,,No,No,,0.9,No Action Needed,0.033,No,2024-04-30 02:41:56
IMG-800980,TKT-100057,PROD-1232,product_image_00980.jpg,No,,No,No,,0.689,No Action Needed,0.021,Yes,2024-02-15 12:17:03
IMG-800981,TKT-101154,PROD-1057,product_image_00981.jpg,No,,No,No,MFG: 2024-01,0.699,No Action Needed,0.1,Yes,2024-04-27 22:13:52
IMG-800982,TKT-101713,PROD-1711,product_image_00982.jpg,Yes,Crack,No,No,Max Capacity: 5TB,0.989,Approve Replacement,0.087,No,2024-02-15 22:39:02
IMG-800983,TKT-100077,PROD-1522,product_image_00983.jpg,Yes,Scratches,No,No,MFG: 2024-01,0.883,Approve Partial Refund,0.176,Yes,2024-06-06 20:42:34
IMG-800984,TKT-100040,PROD-1878,product_image_00984.jpg,No,,No,No,Part Number: PN-88421,0.833,No Action Needed,0.016,No,2024-02-28 05:10:08
IMG-800985,TKT-101879,PROD-1790,product_image_00985.jpg,No,,No,No,Warranty: 12 months,0.87,No Action Needed,0.097,No,2024-06-23 07:45:37
IMG-800986,TKT-100697,PROD-1057,product_image_00986.jpg,No,,No,No,,0.905,No Action Needed,0.075,No,2024-03-07 12:06:41
IMG-800987,TKT-101729,PROD-1232,product_image_00987.jpg,No,,No,No,Warranty: 12 months,0.688,No Action Needed,0.034,Yes,2024-06-28 03:40:31
IMG-800988,TKT-101201,PROD-1057,product_image_00988.jpg,No,,No,No,,0.672,No Action Needed,0.074,Yes,2024-02-24 21:22:08
IMG-800989,TKT-101733,PROD-1878,product_image_00989.jpg,No,,No,No,,0.79,No Action Needed,0.023,No,2024-04-02 04:00:29
IMG-800990,TKT-101967,PROD-1522,product_image_00990.jpg,No,,No,No,Made in China,0.662,No Action Needed,0.069,Yes,2024-05-20 10:48:09
IMG-800991,TKT-101200,PROD-1522,product_image_00991.jpg,No,,No,No,Part Number: PN-88421,0.66,No Action Needed,0.018,Yes,2024-05-07 02:11:09
IMG-800992,TKT-100279,PROD-1057,product_image_00992.jpg,No,,No,No,,0.703,No Action Needed,0.03,Yes,2024-03-15 22:45:48
IMG-800993,TKT-100894,PROD-1711,product_image_00993.jpg,No,,No,No,Warranty: 12 months,0.99,No Action Needed,0.012,No,2024-01-19 01:24:22
IMG-800994,TKT-101448,PROD-1878,product_image_00994.jpg,No,,No,No,Component: Active Directory,0.957,No Action Needed,0.093,No,2024-03-01 11:14:33
IMG-800995,TKT-101611,PROD-1232,product_image_00995.jpg,Yes,Missing Component,No,No,Warranty: 12 months,0.952,Approve Replacement,0.156,Yes,2024-03-10 05:34:40
IMG-800996,TKT-100774,PROD-1423,product_image_00996.jpg,No,,No,No,,0.983,No Action Needed,0.073,No,2024-04-24 23:49:25
IMG-800997,TKT-100603,PROD-1057,product_image_00997.jpg,No,,No,No,Model: NP-5000X,0.827,No Action Needed,0.063,No,2024-02-21 09:00:50
IMG-800998,TKT-101943,PROD-1790,product_image_00998.jpg,No,,No,No,Component: Active Directory,0.668,No Action Needed,0.078,Yes,2024-06-02 10:28:04
IMG-800999,TKT-100066,PROD-1057,product_image_00999.jpg,No,,No,No,Component: Active Directory,0.88,No Action Needed,0.027,No,2024-01-06 22:02:12
