sla_event_id,ticket_id,assigned_team,severity,sla_target_hours,first_response_time,resolution_time,breach_risk_score,breached,escalation_triggered,workload_score,agent_utilization,queue_size,region,business_unit,manager_name,support_shift,incident_type,operational_risk,created_date
SLA-500802,TKT-101119,Security-Team,High,8,153,619,128.96,Yes,Yes,37.88,80.48,30,LATAM,Mid-Market,Manager_F,Morning,Data Loss,High,2024-06-27
SLA-500803,TKT-101193,Tier1-Support,Medium,24,2,1135,78.82,No,No,49.54,91.19,34,Asia-Pacific,Mid-Market,Manager_A,Evening,Performance,Critical,2024-06-03
SLA-500804,TKT-101616,Security-Team,Low,48,734,1365,47.4,No,No,98.29,43.59,12,North America,Startup,Manager_F,Morning,Service Down,High,2024-05-02
SLA-500805,TKT-100795,Security-Team,Medium,24,290,790,54.86,No,No,47.86,82.23,44,Asia-Pacific,Enterprise,Manager_A,Evening,Configuration,Medium,2024-02-20
SLA-500806,TKT-100791,Billing-Team,Low,48,125,731,25.38,No,No,71.49,85.38,10,LATAM,Enterprise,Manager_C,Night,Integration,Medium,2024-06-07
SLA-500807,TKT-101088,Tier2-Technical,Medium,24,75,795,55.21,No,No,66.77,43.63,7,Europe,Mid-Market,Manager_E,Night,Integration,Critical,2024-05-10
SLA-500808,TKT-101897,Tier1-Support,Medium,24,217,1124,78.06,No,No,78.97,56.88,27,North America,Mid-Market,Manager_E,Evening,Security,Medium,2024-01-15
SLA-500809,TKT-101003,Infrastructure,Medium,24,256,1799,124.93,Yes,Yes,71.84,87.83,32,Europe,Enterprise,Manager_C,Evening,Security,Critical,2024-02-24
SLA-500810,TKT-101280,Security-Team,Medium,24,437,274,19.03,No,No,87.49,53.46,39,Europe,SMB,Manager_A,Evening,Data Loss,High,2024-05-18
SLA-500811,TKT-101823,Tier1-Support,Medium,24,198,951,66.04,No,No,53.37,53.98,22,Asia-Pacific,Mid-Market,Manager_B,Evening,Data Loss,High,2024-01-20
SLA-500812,TKT-101345,Tier3-Engineering,Medium,24,301,150,10.42,No,No,74.23,68.99,10,North America,Startup,Manager_E,Afternoon,Data Loss,Low,2024-06-02
SLA-500813,TKT-100492,Tier3-Engineering,High,8,79,143,29.79,No,No,43.26,62.06,8,LATAM,SMB,Manager_E,Evening,Data Loss,Medium,2024-04-02
SLA-500814,TKT-101110,Tier3-Engineering,Low,48,411,2719,94.41,No,Yes,70.09,85.07,34,Europe,Mid-Market,Manager_E,Afternoon,Performance,Medium,2024-03-31
SLA-500815,TKT-100632,Tier3-Engineering,Low,48,987,3531,122.6,Yes,Yes,80.09,77.78,43,LATAM,Mid-Market,Manager_F,Afternoon,Security,Low,2024-06-12
SLA-500816,TKT-100138,Tier2-Technical,Low,48,1081,3121,108.37,Yes,Yes,77.33,87.22,2,Europe,SMB,Manager_B,Morning,Security,Low,2024-06-18
SLA-500817,TKT-101802,Infrastructure,Low,48,1148,306,10.62,No,No,72.16,57.73,3,LATAM,SMB,Manager_D,Evening,Performance,Low,2024-03-22
SLA-500818,TKT-101595,Billing-Team,High,8,203,721,150.21,Yes,Yes,82.33,86.8,21,North America,Mid-Market,Manager_B,Morning,Integration,Medium,2024-05-08
SLA-500819,TKT-101263,Security-Team,Low,48,748,344,11.94,No,No,41.66,79.17,12,Europe,Mid-Market,Manager_B,Morning,Security,Low,2024-02-14
SLA-500820,TKT-100162,Cloud-Support,Critical,4,64,53,22.08,No,No,40.1,81.74,29,Europe,Startup,Manager_F,Evening,Performance,Low,2024-01-16
SLA-500821,TKT-101745,Infrastructure,High,8,242,266,55.42,No,No,40.97,77.59,12,LATAM,Startup,Manager_B,Afternoon,Performance,High,2024-04-24
SLA-500822,TKT-100463,Tier1-Support,Critical,4,68,104,43.33,No,No,50.46,56.21,43,LATAM,Enterprise,Manager_C,Night,Performance,Low,2024-02-28
SLA-500823,TKT-101520,Billing-Team,Medium,24,6,168,11.67,No,No,92.71,45.69,16,Europe,Enterprise,Manager_B,Night,Integration,Low,2024-05-06
SLA-500824,TKT-101003,Network-Operations,Low,48,275,2785,96.7,No,Yes,77.88,50.46,14,LATAM,Mid-Market,Manager_D,Night,Service Down,Medium,2024-02-25
SLA-500825,TKT-101245,Infrastructure,Low,48,35,2280,79.17,No,No,70.22,68.31,20,Asia-Pacific,Startup,Manager_E,Morning,Integration,High,2024-05-07
SLA-500826,TKT-100223,Cloud-Support,Medium,24,108,1515,105.21,Yes,Yes,88.8,69.97,5,LATAM,Enterprise,Manager_B,Night,Configuration,Critical,2024-06-26
SLA-500827,TKT-100080,Infrastructure,Low,48,913,1797,62.4,No,No,46.06,52.01,40,North America,Mid-Market,Manager_C,Night,Data Loss,Low,2024-01-29
SLA-500828,TKT-101811,Security-Team,Low,48,784,1451,50.38,No,No,69.86,85.78,15,Asia-Pacific,Startup,Manager_B,Night,Security,Medium,2024-01-02
SLA-500829,TKT-101255,Tier1-Support,Medium,24,237,1029,71.46,No,No,98.6,94.21,40,Europe,Startup,Manager_F,Night,Service Down,Low,2024-06-27
SLA-500830,TKT-101479,Tier2-Technical,High,8,242,356,74.17,No,No,84.65,90.06,17,Europe,Mid-Market,Manager_D,Night,Security,Medium,2024-01-29
SLA-500831,TKT-100923,Tier1-Support,Medium,24,11,1532,106.39,Yes,Yes,83.35,91.49,11,Europe,Startup,Manager_E,Afternoon,Data Loss,Critical,2024-03-09
SLA-500832,TKT-100184,Security-Team,High,8,136,492,102.5,Yes,Yes,47.7,43.7,10,Asia-Pacific,Mid-Market,Manager_F,Morning,Service Down,Low,2024-01-29
SLA-500833,TKT-100233,Cloud-Support,Medium,24,461,1040,72.22,No,No,48.0,79.57,30,Asia-Pacific,Enterprise,Manager_E,Night,Configuration,High,2024-01-04
SLA-500834,TKT-101620,Tier3-Engineering,Medium,24,440,1315,91.32,No,Yes,92.87,91.45,4,LATAM,Startup,Manager_A,Afternoon,Security,Medium,2024-03-02
SLA-500835,TKT-101158,Tier3-Engineering,Low,48,101,1692,58.75,No,No,70.57,90.19,21,Europe,Mid-Market,Manager_B,Morning,Data Loss,High,2024-02-26
SLA-500836,TKT-100630,Security-Team,Low,48,707,1126,39.1,No,No,76.4,93.1,38,LATAM,SMB,Manager_F,Afternoon,Service Down,Low,2024-04-07
SLA-500837,TKT-101840,Tier3-Engineering,High,8,68,616,128.33,Yes,Yes,97.5,49.01,4,Europe,Enterprise,Manager_E,Evening,Service Down,Low,2024-01-29
SLA-500838,TKT-100939,Cloud-Support,High,8,184,312,65.0,No,No,36.19,58.82,4,LATAM,Enterprise,Manager_E,Night,Performance,Medium,2024-01-25
SLA-500839,TKT-100444,Cloud-Support,High,8,230,359,74.79,No,No,39.64,42.99,3,LATAM,Startup,Manager_D,Morning,Integration,Low,2024-02-10
SLA-500840,TKT-101229,Tier1-Support,Medium,24,30,166,11.53,No,No,95.01,67.32,6,Europe,SMB,Manager_E,Afternoon,Service Down,Medium,2024-02-13
SLA-500841,TKT-100378,Tier3-Engineering,Medium,24,382,1305,90.62,No,Yes,74.61,43.89,7,North America,SMB,Manager_A,Afternoon,Service Down,Medium,2024-03-07
SLA-500842,TKT-101366,Security-Team,Critical,4,25,342,142.5,Yes,Yes,87.12,63.76,44,Asia-Pacific,Enterprise,Manager_A,Morning,Data Loss,Medium,2024-02-18
SLA-500843,TKT-100365,Tier3-Engineering,High,8,10,413,86.04,No,Yes,59.22,47.94,41,Asia-Pacific,Mid-Market,Manager_D,Evening,Service Down,Low,2024-02-13
SLA-500844,TKT-100190,Security-Team,High,8,186,685,142.71,Yes,Yes,54.17,49.5,31,Asia-Pacific,SMB,Manager_D,Morning,Data Loss,Medium,2024-02-26
SLA-500845,TKT-101727,Tier2-Technical,Critical,4,114,305,127.08,Yes,Yes,80.22,76.54,12,Asia-Pacific,Startup,Manager_B,Morning,Configuration,High,2024-03-12
SLA-500846,TKT-101760,Security-Team,Medium,24,551,145,10.07,No,No,60.47,68.88,43,Asia-Pacific,Startup,Manager_E,Afternoon,Configuration,High,2024-06-17
SLA-500847,TKT-100428,Tier1-Support,Low,48,228,2242,77.85,No,No,48.84,94.02,8,North America,Enterprise,Manager_D,Evening,Data Loss,Medium,2024-01-12
SLA-500848,TKT-101246,Network-Operations,Medium,24,105,851,59.1,No,No,34.85,71.8,6,Asia-Pacific,SMB,Manager_B,Night,Integration,Low,2024-01-13
SLA-500849,TKT-101493,Cloud-Support,Low,48,790,2128,73.89,No,No,64.15,51.23,31,LATAM,Mid-Market,Manager_E,Afternoon,Configuration,Critical,2024-02-08
SLA-500850,TKT-100594,Billing-Team,Medium,24,421,1512,105.0,Yes,Yes,90.83,89.74,43,North America,Enterprise,Manager_A,Night,Configuration,High,2024-06-03
SLA-500851,TKT-101631,Tier2-Technical,High,8,272,505,105.21,Yes,Yes,47.21,90.32,23,Europe,Startup,Manager_D,Morning,Security,Medium,2024-01-26
SLA-500852,TKT-100716,Billing-Team,Medium,24,98,1421,98.68,No,Yes,92.91,65.11,41,North America,Mid-Market,Manager_F,Evening,Security,Low,2024-05-20
SLA-500853,TKT-101618,Tier2-Technical,Medium,24,393,1644,114.17,Yes,Yes,51.17,42.79,3,Asia-Pacific,SMB,Manager_E,Evening,Service Down,High,2024-02-20
SLA-500854,TKT-100233,Network-Operations,Critical,4,34,259,107.92,Yes,Yes,56.74,41.55,7,Asia-Pacific,Startup,Manager_F,Morning,Performance,Medium,2024-05-26
SLA-500855,TKT-100397,Network-Operations,Low,48,614,568,19.72,No,No,42.23,75.64,12,Asia-Pacific,Startup,Manager_D,Morning,Configuration,Low,2024-05-08
SLA-500856,TKT-100278,Cloud-Support,Medium,24,574,148,10.28,No,No,92.47,44.32,3,Europe,Startup,Manager_E,Evening,Data Loss,Low,2024-06-24
SLA-500857,TKT-101605,Infrastructure,Low,48,355,378,13.12,No,No,77.93,51.66,36,North America,SMB,Manager_E,Evening,Integration,Medium,2024-05-22
SLA-500858,TKT-101097,Tier1-Support,Medium,24,553,418,29.03,No,No,55.63,45.7,33,Europe,SMB,Manager_C,Morning,Performance,Medium,2024-01-02
SLA-500859,TKT-100574,Tier1-Support,Low,48,833,2453,85.17,No,Yes,90.07,62.44,30,Asia-Pacific,Startup,Manager_F,Afternoon,Integration,Low,2024-03-18
SLA-500860,TKT-101240,Infrastructure,High,8,293,658,137.08,Yes,Yes,39.38,46.37,28,Europe,Enterprise,Manager_C,Evening,Configuration,Critical,2024-02-13
SLA-500861,TKT-100064,Security-Team,Medium,24,428,1160,80.56,No,Yes,93.54,44.81,4,LATAM,Enterprise,Manager_D,Afternoon,Security,High,2024-02-15
SLA-500862,TKT-100925,Security-Team,High,8,157,128,26.67,No,No,50.24,92.37,36,Europe,SMB,Manager_B,Morning,Security,Medium,2024-06-07
SLA-500863,TKT-101607,Tier1-Support,Medium,24,173,234,16.25,No,No,97.23,42.45,24,Europe,Enterprise,Manager_D,Morning,Data Loss,Low,2024-04-14
SLA-500864,TKT-101853,Tier3-Engineering,Low,48,1025,1110,38.54,No,No,71.96,58.79,22,Europe,SMB,Manager_D,Evening,Security,Medium,2024-03-01
SLA-500865,TKT-100293,Tier2-Technical,Low,48,927,1289,44.76,No,No,63.97,48.22,34,Europe,Mid-Market,Manager_F,Morning,Data Loss,Medium,2024-01-05
SLA-500866,TKT-100793,Tier2-Technical,High,8,47,430,89.58,No,Yes,75.01,81.94,35,North America,SMB,Manager_A,Morning,Security,Medium,2024-06-23
SLA-500867,TKT-100956,Tier1-Support,Low,48,820,2755,95.66,No,Yes,65.13,65.02,34,North America,SMB,Manager_A,Evening,Configuration,Low,2024-06-26
SLA-500868,TKT-101827,Billing-Team,Medium,24,15,1641,113.96,Yes,Yes,48.25,56.33,43,Asia-Pacific,Mid-Market,Manager_B,Evening,Security,High,2024-06-22
SLA-500869,TKT-101090,Network-Operations,Critical,4,87,397,165.42,Yes,Yes,91.23,47.09,24,LATAM,Enterprise,Manager_C,Afternoon,Performance,Low,2024-03-17
SLA-500870,TKT-100560,Tier2-Technical,Critical,4,95,44,18.33,No,No,46.36,75.16,23,North America,Enterprise,Manager_B,Evening,Integration,Medium,2024-03-14
SLA-500871,TKT-100652,Security-Team,High,8,145,575,119.79,Yes,Yes,71.55,46.99,17,Europe,SMB,Manager_E,Afternoon,Performance,Medium,2024-01-29
SLA-500872,TKT-100145,Security-Team,High,8,269,138,28.75,No,No,65.43,84.8,18,Asia-Pacific,Startup,Manager_A,Afternoon,Service Down,Medium,2024-05-21
SLA-500873,TKT-100964,Tier1-Support,Medium,24,157,1502,104.31,Yes,Yes,53.87,84.3,34,North America,Startup,Manager_A,Morning,Data Loss,High,2024-01-18
SLA-500874,TKT-100802,Tier3-Engineering,Medium,24,16,1674,116.25,Yes,Yes,46.68,83.67,38,LATAM,SMB,Manager_C,Evening,Performance,Medium,2024-06-01
SLA-500875,TKT-101460,Tier2-Technical,Low,48,343,2116,73.47,No,No,37.44,82.81,31,LATAM,Mid-Market,Manager_A,Night,Service Down,Medium,2024-03-20
SLA-500876,TKT-100933,Security-Team,Medium,24,15,1567,108.82,Yes,Yes,35.74,56.42,22,LATAM,Startup,Manager_B,Afternoon,Performance,Critical,2024-01-17
SLA-500877,TKT-101763,Security-Team,Low,48,1157,1546,53.68,No,No,83.17,51.33,29,Asia-Pacific,Startup,Manager_B,Evening,Security,High,2024-06-14
SLA-500878,TKT-100928,Cloud-Support,Medium,24,102,1112,77.22,No,No,80.59,91.99,35,North America,Enterprise,Manager_D,Morning,Security,Medium,2024-01-26
SLA-500879,TKT-100980,Cloud-Support,High,8,181,770,160.42,Yes,Yes,54.68,79.75,25,Europe,SMB,Manager_C,Afternoon,Integration,Low,2024-01-29
SLA-500880,TKT-100210,Infrastructure,Low,48,272,2519,87.47,No,Yes,46.41,46.8,25,North America,SMB,Manager_E,Morning,Security,Critical,2024-03-31
SLA-500881,TKT-101091,Cloud-Support,Medium,24,287,1771,122.99,Yes,Yes,68.14,54.84,27,LATAM,Startup,Manager_B,Afternoon,Integration,Medium,2024-03-04
SLA-500882,TKT-100325,Cloud-Support,Low,48,85,1165,40.45,No,No,37.96,40.22,12,LATAM,Enterprise,Manager_C,Afternoon,Configuration,High,2024-04-09
SLA-500883,TKT-101210,Infrastructure,High,8,14,474,98.75,No,Yes,76.69,51.04,30,LATAM,SMB,Manager_E,Afternoon,Performance,Medium,2024-06-02
SLA-500884,TKT-101357,Tier2-Technical,Low,48,83,510,17.71,No,No,74.68,78.47,39,LATAM,Enterprise,Manager_E,Night,Security,Medium,2024-03-30
SLA-500885,TKT-101136,Tier2-Technical,Medium,24,503,242,16.81,No,No,81.83,46.49,19,LATAM,Mid-Market,Manager_C,Night,Service Down,Low,2024-02-19
SLA-500886,TKT-101225,Tier2-Technical,Low,48,904,634,22.01,No,No,70.58,69.71,40,LATAM,SMB,Manager_D,Morning,Service Down,Low,2024-06-04
SLA-500887,TKT-100445,Tier3-Engineering,Medium,24,20,1314,91.25,No,Yes,99.69,76.61,22,North America,Mid-Market,Manager_F,Afternoon,Data Loss,Low,2024-02-19
SLA-500888,TKT-101088,Security-Team,High,8,68,319,66.46,No,No,34.32,64.75,36,LATAM,Startup,Manager_B,Afternoon,Configuration,Low,2024-05-25
SLA-500889,TKT-101796,Network-Operations,Low,48,242,3040,105.56,Yes,Yes,33.82,86.0,35,Asia-Pacific,SMB,Manager_D,Evening,Service Down,High,2024-03-07
SLA-500890,TKT-101193,Tier1-Support,High,8,11,296,61.67,No,No,53.22,79.77,30,LATAM,Mid-Market,Manager_C,Morning,Security,Low,2024-05-14
SLA-500891,TKT-101845,Tier1-Support,Low,48,653,2715,94.27,No,Yes,46.87,40.86,7,North America,SMB,Manager_A,Evening,Service Down,Low,2024-01-06
SLA-500892,TKT-100481,Infrastructure,Low,48,855,468,16.25,No,No,37.07,50.95,41,LATAM,SMB,Manager_F,Night,Data Loss,Critical,2024-01-24
SLA-500893,TKT-100781,Infrastructure,Low,48,555,1083,37.6,No,No,44.65,43.99,8,Europe,Mid-Market,Manager_D,Afternoon,Performance,Medium,2024-06-10
SLA-500894,TKT-101137,Infrastructure,Medium,24,115,724,50.28,No,No,94.87,66.6,15,Asia-Pacific,Startup,Manager_B,Evening,Configuration,Medium,2024-01-24
SLA-500895,TKT-100257,Tier3-Engineering,Medium,24,117,1380,95.83,No,Yes,78.48,53.39,37,North America,Enterprise,Manager_F,Morning,Performance,High,2024-02-18
SLA-500896,TKT-101477,Cloud-Support,Low,48,327,3414,118.54,Yes,Yes,69.6,40.84,38,LATAM,Mid-Market,Manager_A,Afternoon,Configuration,High,2024-05-06
SLA-500897,TKT-101650,Infrastructure,Medium,24,189,595,41.32,No,No,33.31,49.7,39,LATAM,Startup,Manager_E,Afternoon,Data Loss,Critical,2024-04-17
SLA-500898,TKT-101043,Infrastructure,Medium,24,6,787,54.65,No,No,30.28,67.56,43,LATAM,Startup,Manager_C,Afternoon,Performance,Critical,2024-03-23
SLA-500899,TKT-100869,Tier1-Support,Medium,24,470,894,62.08,No,No,76.61,51.85,35,LATAM,Mid-Market,Manager_F,Evening,Data Loss,Medium,2024-02-27
SLA-500900,TKT-101897,Network-Operations,Medium,24,114,329,22.85,No,No,41.84,50.31,26,North America,Enterprise,Manager_E,Night,Configuration,High,2024-04-17
SLA-500901,TKT-100754,Tier2-Technical,Medium,24,38,238,16.53,No,No,50.1,58.03,11,LATAM,Enterprise,Manager_B,Evening,Data Loss,Medium,2024-05-26
SLA-500902,TKT-101058,Tier2-Technical,Medium,24,212,1778,123.47,Yes,Yes,88.54,51.85,11,North America,Mid-Market,Manager_D,Morning,Configuration,Medium,2024-01-22
SLA-500903,TKT-101297,Security-Team,Low,48,104,1729,60.03,No,No,88.98,67.55,7,North America,SMB,Manager_E,Morning,Data Loss,Low,2024-06-16
SLA-500904,TKT-100929,Cloud-Support,High,8,221,317,66.04,No,No,94.99,43.61,34,Asia-Pacific,Startup,Manager_C,Evening,Security,High,2024-04-10
SLA-500905,TKT-100343,Tier1-Support,Medium,24,5,1379,95.76,No,Yes,67.88,84.21,33,Asia-Pacific,SMB,Manager_A,Night,Integration,High,2024-02-02
SLA-500906,TKT-100346,Tier1-Support,Medium,24,568,417,28.96,No,No,61.66,47.85,36,Asia-Pacific,Enterprise,Manager_C,Night,Service Down,Critical,2024-02-23
SLA-500907,TKT-100259,Tier2-Technical,High,8,280,382,79.58,No,No,54.51,44.58,25,Asia-Pacific,SMB,Manager_B,Evening,Security,Medium,2024-01-22
SLA-500908,TKT-101756,Security-Team,High,8,7,294,61.25,No,No,74.18,49.0,9,North America,Enterprise,Manager_E,Afternoon,Integration,Medium,2024-04-01
SLA-500909,TKT-101513,Tier3-Engineering,Medium,24,78,867,60.21,No,No,89.4,88.88,17,LATAM,SMB,Manager_B,Evening,Configuration,Medium,2024-02-02
SLA-500910,TKT-100483,Cloud-Support,Critical,4,92,234,97.5,No,Yes,70.4,75.62,11,Europe,Enterprise,Manager_C,Morning,Performance,High,2024-04-24
SLA-500911,TKT-101219,Tier3-Engineering,Medium,24,64,1419,98.54,No,Yes,55.16,44.48,11,LATAM,Startup,Manager_D,Afternoon,Configuration,High,2024-05-18
SLA-500912,TKT-100901,Tier3-Engineering,Medium,24,176,336,23.33,No,No,80.2,69.6,40,Europe,SMB,Manager_A,Evening,Service Down,Medium,2024-02-25
SLA-500913,TKT-100107,Tier3-Engineering,Low,48,55,357,12.4,No,No,62.25,55.75,36,LATAM,Startup,Manager_D,Evening,Data Loss,Medium,2024-06-07
SLA-500914,TKT-101528,Billing-Team,Medium,24,79,1790,124.31,Yes,Yes,49.16,93.9,34,LATAM,Startup,Manager_D,Evening,Performance,Low,2024-04-12
SLA-500915,TKT-101086,Infrastructure,Medium,24,566,350,24.31,No,No,94.45,93.26,41,North America,SMB,Manager_D,Night,Configuration,Critical,2024-04-07
SLA-500916,TKT-100646,Tier1-Support,Critical,4,54,321,133.75,Yes,Yes,89.39,89.83,3,North America,SMB,Manager_D,Evening,Security,Medium,2024-04-02
SLA-500917,TKT-100553,Security-Team,Low,48,222,983,34.13,No,No,65.26,85.66,13,North America,SMB,Manager_F,Night,Data Loss,Medium,2024-01-23
SLA-500918,TKT-101583,Billing-Team,Critical,4,111,299,124.58,Yes,Yes,44.65,42.17,22,Europe,SMB,Manager_F,Afternoon,Security,Medium,2024-05-01
SLA-500919,TKT-101121,Tier1-Support,High,8,140,727,151.46,Yes,Yes,78.31,75.51,40,North America,Enterprise,Manager_A,Night,Service Down,High,2024-03-07
SLA-500920,TKT-101075,Tier2-Technical,Critical,4,38,66,27.5,No,No,88.32,63.47,9,LATAM,SMB,Manager_B,Evening,Security,Medium,2024-03-31
SLA-500921,TKT-100395,Tier1-Support,Medium,24,336,929,64.51,No,No,61.01,70.88,28,North America,Enterprise,Manager_A,Afternoon,Integration,Medium,2024-05-30
SLA-500922,TKT-101306,Tier2-Technical,Critical,4,112,93,38.75,No,No,91.77,51.19,21,North America,Enterprise,Manager_E,Afternoon,Data Loss,Critical,2024-01-19
SLA-500923,TKT-101344,Tier3-Engineering,Medium,24,165,1693,117.57,Yes,Yes,65.85,91.74,27,North America,Mid-Market,Manager_C,Evening,Data Loss,Low,2024-03-16
SLA-500924,TKT-101352,Tier2-Technical,Low,48,78,824,28.61,No,No,51.77,88.73,33,LATAM,SMB,Manager_D,Evening,Security,Critical,2024-05-25
SLA-500925,TKT-100331,Tier2-Technical,High,8,5,693,144.38,Yes,Yes,92.12,47.55,35,Asia-Pacific,Enterprise,Manager_D,Night,Security,Low,2024-03-02
SLA-500926,TKT-100123,Security-Team,High,8,143,451,93.96,No,Yes,84.91,67.11,23,Asia-Pacific,Mid-Market,Manager_D,Morning,Data Loss,High,2024-05-17
SLA-500927,TKT-101901,Billing-Team,High,8,91,641,133.54,Yes,Yes,69.35,70.4,10,LATAM,Mid-Market,Manager_F,Night,Service Down,Critical,2024-02-15
SLA-500928,TKT-100294,Infrastructure,High,8,7,438,91.25,No,Yes,75.98,50.9,38,Europe,Enterprise,Manager_D,Evening,Service Down,Medium,2024-03-15
SLA-500929,TKT-100071,Tier2-Technical,Medium,24,160,1778,123.47,Yes,Yes,68.62,86.26,8,North America,SMB,Manager_D,Morning,Data Loss,Low,2024-03-02
SLA-500930,TKT-100304,Tier1-Support,Medium,24,117,820,56.94,No,No,58.4,42.26,35,North America,Startup,Manager_C,Afternoon,Configuration,Critical,2024-05-07
SLA-500931,TKT-100675,Infrastructure,Medium,24,393,971,67.43,No,No,79.16,86.86,28,North America,Startup,Manager_D,Night,Data Loss,Low,2024-02-28
SLA-500932,TKT-101728,Tier2-Technical,Critical,4,62,189,78.75,No,No,87.67,75.61,42,Europe,Enterprise,Manager_D,Night,Service Down,High,2024-02-03
SLA-500933,TKT-101161,Network-Operations,High,8,144,263,54.79,No,No,38.88,72.59,19,Asia-Pacific,SMB,Manager_D,Morning,Configuration,Medium,2024-03-04
SLA-500934,TKT-101963,Tier2-Technical,Low,48,261,1023,35.52,No,No,64.39,92.28,44,Asia-Pacific,SMB,Manager_A,Night,Security,Medium,2024-06-25
SLA-500935,TKT-101326,Billing-Team,Low,48,1161,1078,37.43,No,No,58.76,51.97,37,Europe,Enterprise,Manager_D,Afternoon,Security,Medium,2024-04-25
SLA-500936,TKT-101425,Infrastructure,Medium,24,536,758,52.64,No,No,66.7,92.96,8,North America,SMB,Manager_D,Morning,Configuration,Low,2024-05-01
SLA-500937,TKT-100896,Billing-Team,High,8,11,94,19.58,No,No,86.53,82.43,14,Europe,Enterprise,Manager_B,Morning,Configuration,High,2024-06-15
SLA-500938,TKT-101214,Billing-Team,Low,48,988,1391,48.3,No,No,74.14,81.1,40,LATAM,Startup,Manager_A,Evening,Data Loss,Critical,2024-03-15
SLA-500939,TKT-101093,Cloud-Support,High,8,195,88,18.33,No,No,85.48,50.28,14,North America,Enterprise,Manager_C,Morning,Security,Critical,2024-05-28
SLA-500940,TKT-101613,Tier1-Support,Low,48,966,3388,117.64,Yes,Yes,90.09,52.79,12,LATAM,Enterprise,Manager_B,Night,Configuration,Critical,2024-03-01
SLA-500941,TKT-101782,Tier3-Engineering,Low,48,614,565,19.62,No,No,64.98,43.37,3,Europe,Enterprise,Manager_A,Afternoon,Data Loss,Medium,2024-03-10
SLA-500942,TKT-101339,Tier1-Support,High,8,164,632,131.67,Yes,Yes,48.8,67.22,26,LATAM,Enterprise,Manager_B,Afternoon,Service Down,High,2024-04-24
SLA-500943,TKT-100352,Tier1-Support,Low,48,1033,331,11.49,No,No,82.52,57.45,38,Asia-Pacific,Enterprise,Manager_D,Afternoon,Integration,Medium,2024-02-21
SLA-500944,TKT-100130,Tier2-Technical,Low,48,717,1038,36.04,No,No,55.64,42.91,30,North America,Startup,Manager_E,Afternoon,Service Down,Low,2024-06-02
SLA-500945,TKT-101647,Billing-Team,Low,48,597,1772,61.53,No,No,42.87,71.73,6,LATAM,SMB,Manager_F,Night,Security,Low,2024-01-06
SLA-500946,TKT-100247,Tier3-Engineering,Medium,24,117,1628,113.06,Yes,Yes,53.88,81.11,40,Asia-Pacific,Mid-Market,Manager_A,Afternoon,Security,Low,2024-01-14
SLA-500947,TKT-100129,Tier2-Technical,Low,48,848,388,13.47,No,No,98.23,85.41,21,Asia-Pacific,Mid-Market,Manager_D,Afternoon,Configuration,Medium,2024-01-08
SLA-500948,TKT-100757,Tier3-Engineering,Medium,24,472,394,27.36,No,No,95.93,80.68,11,LATAM,Mid-Market,Manager_E,Morning,Performance,High,2024-02-15
SLA-500949,TKT-100204,Infrastructure,Low,48,140,2164,75.14,No,No,43.37,83.48,15,Europe,Enterprise,Manager_D,Morning,Service Down,Medium,2024-04-24
SLA-500950,TKT-100014,Tier3-Engineering,High,8,93,619,128.96,Yes,Yes,93.63,41.6,30,North America,SMB,Manager_D,Night,Configuration,Critical,2024-02-09
SLA-500951,TKT-100259,Billing-Team,Medium,24,56,567,39.38,No,No,86.5,68.78,11,Europe,SMB,Manager_E,Night,Data Loss,Low,2024-05-03
SLA-500952,TKT-100489,Tier3-Engineering,Medium,24,215,1091,75.76,No,No,51.58,87.82,38,North America,Mid-Market,Manager_F,Night,Integration,Low,2024-05-13
SLA-500953,TKT-101946,Tier2-Technical,Medium,24,599,1268,88.06,No,Yes,59.59,51.05,25,Asia-Pacific,SMB,Manager_D,Morning,Integration,Low,2024-04-15
SLA-500954,TKT-100482,Billing-Team,High,8,35,775,161.46,Yes,Yes,34.98,59.01,40,North America,Enterprise,Manager_E,Evening,Integration,Medium,2024-02-05
SLA-500955,TKT-101039,Billing-Team,Low,48,1164,3457,120.03,Yes,Yes,96.35,43.81,10,LATAM,Mid-Market,Manager_C,Morning,Performance,Critical,2024-02-24
SLA-500956,TKT-100230,Tier3-Engineering,Low,48,699,2673,92.81,No,Yes,82.94,83.68,32,LATAM,Startup,Manager_B,Afternoon,Configuration,High,2024-02-25
SLA-500957,TKT-101889,Tier1-Support,Low,48,627,843,29.27,No,No,92.74,77.71,8,North America,SMB,Manager_C,Afternoon,Data Loss,Low,2024-03-22
SLA-500958,TKT-100514,Network-Operations,Low,48,599,753,26.15,No,No,46.76,62.99,27,LATAM,Enterprise,Manager_A,Morning,Integration,Low,2024-04-03
SLA-500959,TKT-100360,Tier3-Engineering,Low,48,1088,529,18.37,No,No,55.13,84.46,22,North America,Startup,Manager_E,Morning,Service Down,High,2024-05-28
SLA-500960,TKT-101833,Billing-Team,High,8,277,463,96.46,No,Yes,40.64,47.17,34,LATAM,SMB,Manager_D,Afternoon,Configuration,Medium,2024-02-05
SLA-500961,TKT-101386,Network-Operations,Low,48,23,3243,112.6,Yes,Yes,39.22,87.23,25,Europe,Enterprise,Manager_C,Afternoon,Service Down,Medium,2024-01-26
